/*
LTJS
NOLF2 CRES
710 "Afficher la page précédente."
711 "Afficher la page suivante."
712 "Enregistrer la partie dans l'emplacement de sauvegarde rapide."
713 "Enregistrer la partie dans cet emplacement."
714 "Charger la partie dans l'emplacement de sauvegarde rapide."
715 "Charger la partie enregistrée dans cet emplacement."
716 "Charger la partie enregistrée automatiquement. La partie est enregistrée automatiquement au début du niveau."
717 "Choisir une campagne."
718 "Revenir à la partie en cours."
719 "Continuer la partie la plus récemment enregistrée."
720 "Opacité du viseur."
721 "Eléments du viseur couleur rouge."
722 "Eléments du viseur couleur verte."
723 "Eléments du viseur couleur bleue."
724 "Choisir le type de viseur à utiliser."
725 "Activer/désactiver la mise à l'échelle dynamique du viseur."
726 "Retour au menu principal."
727 "Lancer la mission suivante."
728 "Aller à l'écran suivant."
729 "Une campagne portant ce nom existe déjà."
730 "Vous ne pouvez pas emporter plus de munitions pour l'arme %1!s!!"
731 "Vous avez déjà: %1!s!!"
732 "Configuration du joueur"
733 "Rejoindre"
734 "Hôte"
735 "Définir vos options de joueur."
736 "Rejoindre une partie multijoueur"
737 "Héberger une nouvelle partie multijoueur."
738 "> Ajouter"
739 "< Retirer"
740 "> Tout ajouter"
741 "< Tout retirer"
742 "Sélectionnez les niveaux auxquels jouer dans cette partie."
743 "Accepter ces réglages."
744 "Scène %1!d!"
745 "Compétences"
746 "Boucle"
747 "Mouvement"
748 "Interaction"
749 "Vue"
750 "Etat"
751 "Choisir les options de configuration du clavier."
752 "Compiler()"
753 "Partie"
754 "Définir les options de jeu et de contenu."
755 "Sous-titres"
756 "Equipe Rouge"
757 "Recommencer à la première mission après avoir terminé la dernière mission."
758 "Campagnes:"
759 ".combat"
760 ".défense"
761 ".précision"
762 "Créer une nouvelle campagne."
763 "Charger la campagne sélectionnée."
764 "Activer/désactiver l'affichage des sous-titres."
765 "Type de partie"
766 "Définir les options de l'équipe Bleue"
767 "Définir les options de l'équipe Rouge"
768 "Serveur dédié"
769 "Détermine si le serveur est lancé en mode dédié ou pas."
770 "Français"
771 "89"
772 "78"
773 "DEMO TECHNOLOGIQUE v1.0"
774 "Effacer la campagne sélectionnée."
775 "Renommer la campagne sélectionnée."
776 "Activer/désactiver le filtrage des serveurs en fonction de la version."
777 "Toutes versions"
778 "Version actuelle"
779 "Performances"
780 "Définir les options liées aux performances."
781 "Effets spéciaux"
782 "Définir les options des effets spéciaux."
783 "Bump mapping polygrille"
784 "Activer/désactiver l'utilisation du bump mapping sur les polygrilles."
785 "Fresnel polygrille"
786 "Activer/désactiver l'utilisation du filtre de fresnel sur les polygrilles pour des effets de miroir plus réalistes."
787 "Résolution des textures"
788 "Définir la résolution des textures utilisées dans le jeu."
789 "Bump mapping environnemental"
790 "Activer/désactiver l'utilisation du bump mapping sur les effets d'environnement."
791 "Filtrage bilinéaire"
792 "Activer/désactiver l'utilisation du filtrage bilinéaire sur les textures."
793 "Ombres"
794 "Elevé"
795 "Faible"
796 "Chargement rapide (F9)"
797 "Sauvegarde rapide (F6)"
798 "Sauvegarde auto"
799 " (optionnel)"
800 "Distribuer les points de compétence."
801 "Mise à jour des objectifs de mission"
802 "Compétences par défaut"
803 "Redéfinir distribution des compétences par défaut."
804 "%1!d! sur %2!d!"
805 "LAN uniquement"
806 "Utiliser compétences"
807 "Utiliser viseur"
808 "Permet aux joueurs d'utiliser des compétences."
809 "Barre de santé, texte munitions"
810 "Texte santé, texte munitions"
811 "Barre de santé, barre de munitions"
812 "Type d'affichage tête haute"
813 "Définir le style d'interface."
814 "[Pas d'inventaire]"
815 "Vitesse de rotation véhicule"
816 "Définir la vitesse de rotation des véhicules."
817 "Retour à la partie."
818 "Filtrage trilinéaire"
819 "Activer/désactiver le filtrage trilinéaire."
820 "Filtrage anisotropique"
821 "Activer/désactiver l'utilisation du filtre anisotropique."
822 "Général"
823 "Traceuses"
824 "Activer/désactiver les effets traceuses pour les armes."
825 "Mode d'affichage"
826 "Serveur ne répond pas."
827 "Détails indisponibles car la version du serveur est différente"
828 "Changer de mode"
829 "Sang"
830 "Environnement"
831 "Détermine le niveau de détails dans l'environnement, notamment les effets de neige et d'herbe."
832 "Réapparition"
833 "Musique"
834 "Volume musique"
835 "Effets sonores"
836 "Volume sons"
837 "Qualité des sons"
838 "Aucun"
839 "Musique directe"
840 "Faible"
841 "Moyen"
842 "Elevé"
843 "Personnalisé"
844 "Toujours vue souris"
845 "Centrage auto."
846 "Inversion axe Y"
847 "Sensibilité souris"
848 "Lissage souris"
849 "Bouton gauche de la souris"
850 "Bouton central de la souris"
851 "Bouton droit de la souris"
852 "Utiliser joystick/gamepad"
853 "Gauche/droite"
854 "Vue haut/bas"
855 "Avancer/reculer"
856 "Esquive gauche/droite"
857 "Bouton %1!d!"
858 "Axe"
859 "Action"
860 "Toggle whether the server should be published to the internet."
861 "Déplacement"
862 "Vue haut/bas (inversée)"
863 "Vue"
864 "Aucun"
865 "Définit l'action associée à cet axe de la manette."
866 "Profondeur des couleurs"
867 "Anti-aliasing"
868 "Toujours courir"
869 "Facile"
870 "Normal"
871 "Difficile"
872 "Super-espion"
873 "Viseur"
874 "Périphérique de rendu"
875 "Résolution"
876 "Bleu"
877 "Contrôles"
878 "Charger le profil sélectionné."
879 "Nom du serveur"
880 "Joueurs"
881 "Ping"
882 "Partie"
883 "Carte"
884 "Nom du joueur"
885 "Score"
886 "Options de jeu"
887 "Valeur"
888 "Rafraîchir serveurs"
889 "Ping serveurs"
890 "Toutes les parties"
891 "Deathmatch uniquement"
892 "\"C.R.I.M.E. vs UNION\" seulement"
893 "N'importe quel nombre de joueurs"
894 "Pas complet"
895 "Pas vide"
896 "Ni vide ni complet"
897 "Verrouillé"
898 "Mission"
899 "Trier les serveurs d'après le nom de la mission."
900 "Nom de la session"
901 "Options de l'hôte"
902 "Missions"
903 "Lancer"
904 "Filtres"
905 "Joueurs:"
906 "Offre une meilleure vue pour plus de précision et un système d'amplification de la lumière pour les opérations de nuit."
907 "Réduction du bruit des tirs."
908 "Rouge"
909 "Ping:"
910 "Zoome pour plus de précision"
911 "Loupe ajustable."
912 "Vous vous êtes tué!"
913 "Vous avez été tué par %1!s!"
914 "Vous avez tué %1!s!"
915 "%1!s! s'est suicidé!"
916 "%1!s! a tué %2!s!"
917 "Furtivité"
918 "Influe sur le bruit de vos pas, sur le temps nécessaire à vous fondre dans l'ombre et sur votre capacité à semer vos poursuivants."
919 "Endurance"
920 "Détermine votre endurance et votre résistance aux effets adverses des différents types de dégâts."
921 "Tir"
922 "Améliore votre précision et votre stabilité lorsque vous utilisez une lunette."
923 "Charge"
924 "Détermine combien de munitions vous pouvez emporter et comment les armes lourdes réduisent votre vitesse."
925 "Armure"
926 "Détermine l'efficacité des gilets et ce dont vous bénéficiez avec un gilet."
927 "Armes"
928 "Détermine votre efficacité avec vos armes et la vitesse à laquelle vous dégainez et rechargez."
929 "Gadgets"
930 "Détermine vos compétences à utiliser des gadgets et la vitesse à laquelle vous les préparez pour utilisation."
931 "Novice"
932 "Amateur"
933 "Compétent"
934 "Expert"
935 "Maître"
936 "(Coût: %1!d!)"
937 "Améliorer en %1!s! (%2!d!)"
938 "(%1!d! points disponibles)"
939 "Vous être maître dans cette compétence."
940 "Energie"
941 "Détermine votre énergie."
942 "NOLF 2 Coopératif"
943 "Mot de passe"
944 "fouiller"
945 "tirer corps"
946 "lâcher corps"
947 "parler"
948 "utiliser"
949 "prendre"
950 "ARMES INTERDITES"
951 "décoder"
952 "torche"
953 "décoder"
954 "crocheter"
955 "photographier"
956 "poser la bombe"
957 "dévoiler"
958 "placer le micro"
959 "ami"
960 "fouille"
961 "Fouille"
962 "Détermine à quelle vitesse vous fouillez à la recherche d'objets."
963 "Volume des voix"
964 "Régler le volume des voix."
965 "rendre vie à %1!s!"
966 "Campagne actuelle:%1!s!"
967 "Vous n'avez pas été touché."
968 "Vous avez été touché %1!d! fois."
969 "Tireur d'élite: %1!d! tirs dans la tête."
970 "Précision : %1!d! touchés, %2!d! tirs (%3!d!%%)"
971 "Vous avez été tué!"
972 "Tapez un nom pour la campagne:"
973 "%1!s! a été tué!"
974 "Ajouter l'objet sélectionné à la liste des objets interdits."
975 "décodage"
976 "utilise la torche"
977 "décodage"
978 "crochète"
979 "photographie"
980 "désamorce la bombe"
981 "dévoile"
982 "place le micro"
983 "Précision"
984 "Tués"
985 "Morts"
986 "Mission:"
987 "Tous"
988 "< 100"
989 "< 300"
990 "< 500"
991 "Filtrer les serveurs d'après leur ping."
992 "Tapez la Clé-CD"
993 "Clé-CD incorrecte"
994 "Clé-CD"
995 "Bande passante incorrecte. Indiquez une valeur comprise entre %1!d! et %2!d!."
996 "Impossible de porter plus de munitions de %1!s!!"
997 "%1!s! - %2!s!"
998 "%1!d!x%2!d!x%3!d!"
999 "réveil"
1000 "Rejoindre partie"
1001 "Nom du joueur"
1002 "Merci de patienter le temps que NOLF"
1003 "détermine la liste des périphériques de rendu…"
1004 "Choisir le modèle du personnage."
1005 "Choisir le nom du joueur."
1006 "Ping:"
1007 "Trier les serveurs dans l'ordre alphabétique."
1008 "Trier les serveurs selon le nombre de joueurs."
1009 "Trier les serveurs selon leur temps de réponse."
1010 "Trier les joueurs dans l'ordre alphabétique."
1011 "Trier les joueurs selon leur score."
1012 "Trier les joueurs selon leur temps de réponse."
1013 "Rafraîchir la liste des serveurs."
1014 "Ping de tous les serveurs."
1015 "Filtrer les parties selon le type."
1016 "Filtrer les parties selon le nombre de joueurs."
1017 "Retirer tous les objets de la liste d'interdiction."
1018 "Vous avez déjà: %1!s!!"
1019 "Impossible d'utiliser: %1!s!!"
1020 "Retirer l'objet sélectionné de la liste d'interdiction."
1021 "Change en munitions de %1!s!"
1022 "Rejoindre la partie sélectionnée."
1023 "Choisir le nom de la session à héberger."
1024 "Choisir le type de partie à héberger."
1025 "Définir les options de jeu multijoueur."
1026 "Sélectionner la liste des missions de la campagne."
1027 "Lancer la partie."
1028 "Liste des missions disponibles."
1029 "Définit l'action associée à ce contrôle de PdV."
1030 "Liste des missions utilisées pour cette session."
1031 "Ajouter la mission sélectionnée à la liste des missions."
1032 "Ajouter toutes les missions à la liste des missions."
1033 "Retirer la mission sélectionnée de la liste."
1034 "Retirer toutes les missions de la liste."
1035 "Sync V"
1036 "Synchronise le rafraîchissement de l'écran au périphérique pour éviter les problèmes de cisaillement."
1037 "Actuel"
1038 "Améliorer"
1039 "Peu de violence"
1040 "désarmorcer"
1041 "Désamorcé!"
1042 "Entrez une clé CD pour accéder aux parties sur Internet"
1043 "Qualité de la musique"
1044 "Détermine la qualité de la musique. Cela influe sur les performances."
1045 "Activer la musique haute qualité peut influer négativement sur les performances du jeu. Souhaitez-vous activer la musique haute qualité?"
1046 "Les sons haute qualité nécessitent beaucoup de mémoire et cela peut influer sur les performances du jeu. Voulez-vous activer les sons haute qualité?"
1047 "Modèle du joueur"
1048 "Lance un niveau de test pour analyser les options de performances."
1049 "Missions disponibles"
1050 "Test des réglages de performances"
1051 "(L'affichage sera réinitialisé.)"
1052 "Configuration pré-cache"
1053 "Parties enregistrées"
1054 "Douilles"
1055 "Déconnexion du serveur"
1056 "Activer/désactiver l'affichage des douilles."
1057 "Fin de partie"
1058 "Activer le pré-cache rend le jeu plus fluide, mais augmente les temps de chargement et réclame plus de mémoire."
1059 "Armes interdites"
1060 "Images/seconde Ave: %1!d!"
1061 "Fin du test"
1062 "Optimisation des performances"
1063 "Sélectionner des préréglages d'options pour les ordinateurs rapides, normaux et lents."
1064 "Détails faibles"
1065 "Détails intermédiaires"
1066 "Détails élevés"
1067 "Chang. auto armes"
1068 "Activer/désactiver l'utilisation automatique de la dernière arme trouvée."
1069 "Lancement du niveau suivant…"
1070 "Images/seconde min.: %1!d!"
1071 "Images/seconde max.: %1!d!"
1072 "Le joystick ou gamepad n'est pas configuré. Voulez-vous le configurer maintenant?"
1073 "Effets"
1074 "Détermine le niveau de détails dans les effets comme les explosions, les débris et les impacts de balle."
1075 "%1!d!%% sous %2!d!% IPS"
1076 "%1!d!%% entre %2!d!% et %3!d!% IPS"
1077 "Utiliser les paramètres par défaut va annuler toutes les modifications que vous avez apportées aux contrôles. Continuer?"
1078 "%1!d!%% au-dessus de %2!d!% IPS"
1079 "Test de performances annulé."
1080 "Le message du jour a été mis à jour."
1081 "ERREUR - échec du test de version du serveur."
1082 "Curseur matériel"
1083 "Activer/désactiver l'utilisation du curseur matériel."
1084 "Activer le curseur matériel rend le déplacement du curseur plus fluide, mais certaines cartes graphiques ne gèrent pas correctement les curseurs en mode matériel. Souhaitez-vous activer le curseur matériel?"
1085 "Mettre à jour dans la dernière version"
1086 "Arrête le jeu et tente de télécharger la dernière version du jeu."
1087 "Une version du jeu mise à jour est disponible."
1088 "Configuration de la connexion Internet…"
1089 "Vous devez taper une Clé-CD correcte pour rejoindre ou héberger une partie sur Internet."
1090 "décoder / insérer la carte"
1091 "Grand"
1092 "Petit"
1093 "Rejoindre partie LAN"
1094 "%1!s!!"
1095 "%1!s! n'a plus de munitions"
1096 "%1!s!"
1097 "%2!s! ( %1!d! )"
1098 "%1!s!"
1099 "Objet de renseignement!"
1100 "Rejoindre une partie multijoueur LAN."
1101 "Adresse"
1102 "- aucun serveur trouvé -"
1103 "Recherche des serveurs…"
1104 "Connexion au serveur"
1105 "un joueur"
1106 "Facile: vous subissez peu de dégâts quand vous êtes touché et l'IA est peu précise."
1107 "Normal: vous subissez un peu plus de dégâts et l'IA est plus précise."
1108 "Difficile: l'IA vise correctement et vous subissez facilement des dégâts."
1109 "Super-espion: l'IA est très précise et vous subissez beaucoup de dégâts."
1110 "Le niveau de difficulté peut être modifié à tout moment de la mission via l'écran OPTIONS DE JEU."
1111 "(serveurs %1!d!-%2!d!)"
1112 "Limite les armes, munitions et équipements disponibles."
1113 "Trouvé: %1!s!!"
1114 "Etat: %1!s!!"
1115 "En attente"
1116 "Requête envoyée aux serveurs"
1117 "Validation de la Clé-CD"
1118 "décodage"
1119 "Charger les conseils"
1120 "Active/désactive l'affichage de conseils sur l'écran de chargement."
1121 "Cliquez ici pour améliorer votre niveau de compétence."
1122 "DSL (faible)"
1123 "Contour moto-neige"
1124 "La moto-neige suit le relief. Désactiver pour faciliter le pilotage."
1125 "Nous vous recommandons de réduire le niveau de détails avant de jouer."
1126 "Partie en pause"
1127 "Inutilisé"
1128 "Nous vous recommandons d'augmenter le niveau de détails avant de jouer."
1129 "Le jeu devrait fonctionner correctement avec le niveau de détails actuel."
1130 "Appuyez sur une touche…"
1131 "    [ vide ]"
1132 "Appuyez sur Entrée pour continuer."
1133 "Voulez-vous vraiment quitter?"
1134 "Voulez-vous vraiment annuler la partie en cours?"
1135 "Chargement…"
1136 "Objets de renseignement:"
1137 "haut"
1138 "fermé"
1139 "Fichier manquant %1!s!"
1140 "Vous vous êtes déconnecté du serveur."
1141 "Vous avez été banni du serveur."
1142 "Délai d'attente de connexion dépassé."
1143 "Arme"
1144 "Touche"
1145 "Souris"
1146 "Joystick"
1147 "Chang. auto munitions"
1148 "Activer/désactiver l'utilisation automatique du dernier type de munitions trouvé."
1149 "Port réseau"
1150 "Indiquez le numéro du port réseau à utiliser."
1151 "Port"
1152 "Trouver serveurs"
1153 "Chercher des serveurs."
1154 "Effacer le profil sélectionné."
1155 "Renommer le profil sélectionné."
1156 "Voulez-vous vraiment effacer ce fichier?"
1157 "Profil actuel: %1!s!"
1158 "Tapez un nom pour le profil:"
1159 "Cela va mettre fin à la partie actuelle. Continuer?"
1160 "Une courte séquence cinématique du jeu va être chargée pour tester les performances du jeu avec votre niveau de réglage actuel. A la fin de la séquence, des recommandations seront affichées.\n\nVous pouvez appuyer sur la touche Echap à tout moment pour annuler le test des performances."
1161 "Paramètres:"
1162 "Sélectionner"
1163 "%1!d! joueurs vous attendent."
1164 "1 joueur vous attend."
1165 "%1!s! vous attend."
1166 "Vous attendez %1!d! joueurs."
1167 "Vous attendez 1 joueur."
1168 "Vous attendez %1!s!."
1169 "Condition de fin de niveau"
1170 "Détermine les conditions dans lesquelles se termine la carte."
1171 "Vous avez %1!d! points de compétence à dépenser. Vous ne pourrez pas améliorer vos compétences après avoir rejoint une partie. Voulez-vous vraiment ne pas dépenser ces points ?"
1172 "Choix d'équipe"
1173 "Indique le score nécessaire pour gagner la manche."
1174 "Choisir l'équipe Bleue"
1175 "Indique combien de minutes dure une manche."
1176 "Joueurs max."
1177 "Définir le nombre maximum de joueurs autorisés dans la session."
1178 "Indique combien de manches sont jouées avant changement de carte."
1179 "Indiquez le pourcentage de la vitesse de course normale utilisée dans la session."
1180 "Choisir l'équipe Rouge"
1181 "Détermine si les membres d'une même équipe peuvent se blesser."
1182 "Sélection automatique"
1183 "Détermine l’augmentation du niveau de difficulté lorsqu’un nouveau joueur rejoint la partie."
1184 "Armes permanentes"
1185 "Activer/désactiver la réapparition immédiate des armes."
1186 "Le serveur choisit une équipe pour vous."
1187 "Rejoindre cette équipe."
1188 "Annuler Revivre"
1189 "Mod"
1190 "Dégâts en fonction de la localisation"
1191 "Plus ou moins de dégâts selon la partie du corps touchée."
1192 "Score de victoire"
1193 "Définir le score nécessaire pour terminer la carte."
1194 "Armes autorisées"
1195 "Armes interdites"
1196 "Score atteint."
1197 "L'équipe Bleue a posé une bombe."
1198 "L'équipe Rouge a posé une bombe."
1199 "> Ajouter restriction"
1200 "89"
1201 "78"
1202 "TRUE"
1203 "Limite de temps écoulée."
1204 "Limite atteinte."
1205 "Niveau annulé."
1206 "Verrouiller serveur"
1207 "Demander aux joueurs de taper un mot de passe pour rejoindre la session."
1208 "Mot de passe"
1209 "Détermine un mot de passe que les joueurs doivent taper pour rejoindre la partie."
1210 "Aucun monde personnalisé trouvé"
1211 "Les mondes personnalisés ne sont pas disponibles dans la démo."
1212 "Déconnexion du serveur. (remarque: les parties démo doivent être hébergées par des serveurs démo)"
1213 "info"
1214 "En attente des autres joueurs…"
1215 "Aucun joystick ou gamepad trouvé. Vérifiez la configuration du contrôleur et son branchement."
1216 "Aucune sauvegarde rapide trouvée."
1217 "Erreur de chargement de la partie."
1218 "Erreur lors de l'enregistrement."
1219 "Impossible de charger le niveau."
1220 "Impossible d'initialiser les sons. Vérifiez que la carte son est bien configurée."
1221 "Une erreur inconnue s'est produite."
1222 "Cette touche ne peut pas être changée."
1223 "Les effets sonores doivent être activés pour modifier ce réglage."
1224 "La musique doit être activée pour modifier ce réglage."
1225 "Cela va mettre fin à la partie actuelle. Continuer?"
1226 "Réinitialisation du périphérique de rendu"
1227 "Périphérique de son 3D incorrect."
1228 "Voulez-vous écraser cette sauvegarde?"
1229 "Partie enregistrée."
1230 "Réinitialisation des textures."
1231 "Réinitialisation des lightmaps."
1232 "Vous allez arrêter le serveur et déconnecter tous les clients. Continuer?"
1233 "ERREUR - impossible de lancer une partie en réseau."
1234 "ERREUR - impossible d'utiliser le protocole réseau choisi."
1235 "ERREUR - impossible d'accéder aux protocoles réseau disponibles."
1236 "ERREUR - impossible de rejoindre la session choisie."
1237 "ERREUR - impossible d'héberger la session."
1238 "ERREUR - impossible d'initialiser le système réseau."
1239 "Impossible de se connecter au port demandé."
1240 "ERREUR - impossible de rejoindre car le serveur de jeu utilise une version différente du jeu ou un autre jeu."
1241 "Joueur"
1242 "DIT:"
1243 "Mot de passe incorrect."
1244 "Vous avez été tué!"
1245 "Sauvegarde rapide..."
1246 "Impossible de rejoindre. Serveur complet."
